trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
683,False,"{'a': 0.5050994188868908, 'e': 0.5195261790229407}",25,0,-53.933396388552474,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
684,False,"{'a': 0.5045945719335512, 'e': 0.5182439132369262}",20,0,-31.465275256215214,"{0: 16, 1: 3, 2: 0, 3: 0, 4: 1}",0
685,False,"{'a': 0.5040902295748255, 'e': 0.5169604814023254}",20,2,-59.05004368214827,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 1}",1
686,False,"{'a': 0.5035863913063714, 'e': 0.5156758864068599}",30,8,-118.63098066427848,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 2}",1
687,False,"{'a': 0.5030830566243506, 'e': 0.5143901311408672}",20,9,-31.901159762178185,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
688,False,"{'a': 0.5025802250254284, 'e': 0.5131032184972966}",25,0,3.5755770058585084,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
689,False,"{'a': 0.502077896006773, 'e': 0.5118151513717006}",20,0,-104.10016733563243,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
690,False,"{'a': 0.5015760690660556, 'e': 0.5105259326622303}",25,8,-3.887323430023476,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 0}",1
691,False,"{'a': 0.5010747437014489, 'e': 0.5092355652696267}",25,0,-15.820277659710879,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
692,False,"{'a': 0.5005739194116277, 'e': 0.507944052097216}",35,0,29.68808538215988,"{0: 33, 1: 1, 2: 1, 3: 0, 4: 0}",0
693,False,"{'a': 0.5000735956957676, 'e': 0.5066513960509025}",25,7,-2.8611533819017847,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
694,False,"{'a': 0.499573772053545, 'e': 0.5053576000391616}",30,0,9.547004580209592,"{0: 27, 1: 0, 2: 3, 3: 0, 4: 0}",0
695,False,"{'a': 0.49907444798513595, 'e': 0.5040626669730338}",25,3,-36.102715836183876,"{0: 18, 1: 2, 2: 1, 3: 0, 4: 1}",1
696,False,"{'a': 0.49857562299121655, 'e': 0.5027665997661179}",30,1,-77.18021883273246,"{0: 23, 1: 1, 2: 3, 3: 0, 4: 2}",1
697,False,"{'a': 0.4980772965729616, 'e': 0.5014694013345646}",25,11,1.835838885115817,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
698,False,"{'a': 0.49757946823204485, 'e': 0.5001710745970702}",25,2,-188.15950147133626,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 3}",1
699,False,"{'a': 0.49708213747063773, 'e': 0.49887162247486866}",25,3,-109.15531619174128,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 2}",1
700,False,"{'a': 0.4965853037914095, 'e': 0.497571047891727}",30,11,-30.85859645993946,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
701,False,"{'a': 0.49608896669752645, 'e': 0.4962693537739375}",20,2,15.830009729511195,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
702,False,"{'a': 0.49559312569265146, 'e': 0.49496654305031157}",20,13,3.303905211608629,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
703,False,"{'a': 0.4950977802809434, 'e': 0.4936626186521724}",25,0,-24.41435561039038,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
704,False,"{'a': 0.494602929967057, 'e': 0.4923575835133496}",25,0,-114.90795585617458,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 1}",0
705,False,"{'a': 0.49410857425614174, 'e': 0.49105144057017147}",20,7,-2.0564935228696326,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
706,False,"{'a': 0.4936147126538419, 'e': 0.48974419276145953}",25,13,15.275246310049852,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
707,False,"{'a': 0.4931213446662958, 'e': 0.4884358430285202}",20,10,19.695216009746098,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
708,False,"{'a': 0.49262846980013547, 'e': 0.4871263943151402}",20,2,-82.9185681505802,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 2}",1
709,False,"{'a': 0.492136087562486, 'e': 0.48581584956757845}",25,0,-80.80923131316982,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 2}",0
710,False,"{'a': 0.49164419746096516, 'e': 0.4845042117345603}",20,7,-2.7244091159571537,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
711,False,"{'a': 0.4911527990036827, 'e': 0.48319148376727}",25,14,6.144798002371067,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
712,False,"{'a': 0.4906618916992402, 'e': 0.48187766861934506}",25,0,-46.31495685662181,"{0: 17, 1: 1, 2: 7, 3: 0, 4: 0}",0
713,False,"{'a': 0.49017147505673025, 'e': 0.480562769246869}",25,15,5.200592769531468,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
714,False,"{'a': 0.4896815485857362, 'e': 0.47924678860836506}",20,0,-37.158888713132306,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
715,False,"{'a': 0.48919211179633154, 'e': 0.47792972966478875}",25,0,-82.02183861872129,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
716,False,"{'a': 0.4887031641990795, 'e': 0.47661159537952236}",20,2,-86.96344490563078,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 2}",1
717,False,"{'a': 0.48821470530503236, 'e': 0.4752923887183674}",20,14,-9.038257523286997,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
718,False,"{'a': 0.4877267346257312, 'e': 0.4739721126495385}",20,8,-37.531132186864724,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
719,False,"{'a': 0.4872392516732053, 'e': 0.4726507701436559}",25,12,11.710050132612237,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
720,False,"{'a': 0.4867522559599717, 'e': 0.47132836417373997}",20,10,4.484623357879104,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
721,False,"{'a': 0.4862657469990346, 'e': 0.47000489771520343}",20,12,-21.512347593402133,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 0}",1
722,False,"{'a': 0.485779724303885, 'e': 0.4686803737458455}",20,12,-10.623398460507909,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
723,False,"{'a': 0.4852941873885002, 'e': 0.46735479524584417}",30,21,3.8667192659189613,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
724,False,"{'a': 0.4848091357673433, 'e': 0.46602816519775075}",20,0,7.673849132105976,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
725,False,"{'a': 0.4843245689553625, 'e': 0.4647004865864822}",20,13,13.531583648527306,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
726,False,"{'a': 0.48384048646799105, 'e': 0.4633717623993151}",25,18,1.9764557636984577,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
727,False,"{'a': 0.48335688782114633, 'e': 0.46204199562587783}",20,3,-45.77959670068452,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
728,False,"{'a': 0.48287377253122976, 'e': 0.46071118925814536}",20,9,2.2839812117975726,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
729,False,"{'a': 0.48239114011512596, 'e': 0.45937934629043164}",25,19,12.045637761618275,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.48190899009020244, 'e': 0.45804646971938234}",20,14,-11.84106152408016,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
731,False,"{'a': 0.4814273219743092, 'e': 0.45671256254396947}",30,15,18.033589914076668,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.48094613528577806, 'e': 0.45537762776548346}",25,0,-21.119779249177835,"{0: 18, 1: 4, 2: 3, 3: 0, 4: 0}",0
733,False,"{'a': 0.48046542954342225, 'e': 0.45404166838752735}",25,8,-34.929057346552895,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
734,False,"{'a': 0.47998520426653607, 'e': 0.4527046874160087}",25,0,16.260962758889175,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
735,False,"{'a': 0.4795054589748941, 'e': 0.45136668785913436}",20,0,19.597970537286198,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
736,False,"{'a': 0.4790261931887511, 'e': 0.45002767272740274}",20,11,-46.14019705713286,"{0: 4, 1: 2, 2: 2, 3: 1, 4: 0}",1
737,False,"{'a': 0.4785474064288412, 'e': 0.44868764503359754}",25,11,-50.38102783437908,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
738,False,"{'a': 0.4780690982163776, 'e': 0.4473466077927801}",25,13,14.822340264510046,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
739,False,"{'a': 0.4775912680730521, 'e': 0.4460045640222839}",25,3,12.437778276515493,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
740,False,"{'a': 0.47711391552103444, 'e': 0.44466151674170673}",30,18,-75.38178839858473,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 2}",1
741,False,"{'a': 0.47663704008297203, 'e': 0.44331746897290475}",25,7,33.42244961972102,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
742,False,"{'a': 0.4761606412819894, 'e': 0.44197242373998435}",25,0,-24.876080771506583,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
743,False,"{'a': 0.4756847186416878, 'e': 0.44062638406929705}",20,14,9.030650786713196,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
744,False,"{'a': 0.47520927168614446, 'e': 0.43927935298943144}",30,0,-82.46439035006281,"{0: 22, 1: 2, 2: 4, 3: 1, 4: 1}",1
745,False,"{'a': 0.47473429993991245, 'e': 0.43793133353120717}",25,15,17.464043248586655,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
746,False,"{'a': 0.4742598029280199, 'e': 0.43658232872766695}",20,7,-31.003050225610405,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
747,False,"{'a': 0.4737857801759698, 'e': 0.4352323416140713}",30,20,10.455646872019265,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
748,False,"{'a': 0.47331223120973936, 'e': 0.43388137522789066}",25,19,11.681666964856806,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
749,False,"{'a': 0.47283915555577954, 'e': 0.43252943260879895}",20,3,-17.21602292884059,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
750,False,"{'a': 0.47236655274101474, 'e': 0.4311765167986662}",30,21,13.754620135864071,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
751,False,"{'a': 0.471894422292842, 'e': 0.4298226308415525}",20,8,-4.447470205942134,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
752,False,"{'a': 0.4714227637391309, 'e': 0.42846777778370077}",25,12,-27.04365567410425,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 0}",1
753,False,"{'a': 0.4709515766082228, 'e': 0.42711196067352997}",20,8,-3.474514793535156,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
754,False,"{'a': 0.47048086042893056, 'e': 0.42575518256162764}",20,4,-59.161441953942145,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 2}",1
755,False,"{'a': 0.470010614730538, 'e': 0.4243974465007442}",25,16,-14.23956702224977,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
756,False,"{'a': 0.4695408390427993, 'e': 0.42303875554578513}",30,5,21.89028194209342,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",1
757,False,"{'a': 0.4690715328959388, 'e': 0.42167911275380476}",20,0,-78.32281255188258,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
758,False,"{'a': 0.46860269582065023, 'e': 0.42031852118399843}",35,11,-114.02588094832836,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 2}",1
759,False,"{'a': 0.46813432734809657, 'e': 0.4189569838976967}",30,0,-41.17404372857785,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
760,False,"{'a': 0.46766642700990924, 'e': 0.41759450395835795}",20,8,10.61470991263221,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
761,False,"{'a': 0.4671989943381879, 'e': 0.4162310844315617}",25,16,8.616603104653178,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
762,False,"{'a': 0.46673202886549986, 'e': 0.4148667283850009}",25,0,-17.658878815014194,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
763,False,"{'a': 0.4662655301248796, 'e': 0.41350143888847624}",20,0,-24.592113021547497,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
764,False,"{'a': 0.46579949764982825, 'e': 0.4121352190138885}",25,0,-90.18645937466847,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
765,False,"{'a': 0.4653339309743134, 'e': 0.41076807183523206}",30,0,-92.1597111269269,"{0: 22, 1: 0, 2: 6, 3: 1, 4: 1}",0
766,False,"{'a': 0.4648688296327683, 'e': 0.40940000042858704}",25,11,-11.469030988148802,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
767,False,"{'a': 0.46440419316009157, 'e': 0.4080310078721138}",30,15,25.371819895758975,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
768,False,"{'a': 0.4639400210916467, 'e': 0.40666109724604504}",20,1,10.802878583684873,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
769,False,"{'a': 0.4634763129632616, 'e': 0.40529027163267917}",25,0,-17.743470162494337,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
770,False,"{'a': 0.46301306831122807, 'e': 0.40391853411637296}",30,15,-25.68279350949741,"{0: 10, 1: 1, 2: 4, 3: 0, 4: 0}",1
771,False,"{'a': 0.46255028667230147, 'e': 0.40254588778353534}",20,0,-8.176347793557365,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
772,False,"{'a': 0.4620879675837, 'e': 0.4011723357226203}",25,17,4.69371731146642,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
773,False,"{'a': 0.4616261105831047, 'e': 0.39979788102411884}",25,20,10.00159502836766,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
774,False,"{'a': 0.4611647152086585, 'e': 0.3984225267805538}",25,9,-23.217509384634837,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
775,False,"{'a': 0.4607037809989658, 'e': 0.3970462760864716}",20,4,6.6802105089358825,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
776,False,"{'a': 0.4602433074930926, 'e': 0.39566913203843584}",30,18,11.90393745420875,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
777,False,"{'a': 0.4597832942305652, 'e': 0.3942910977350198}",25,0,-13.55455946435907,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
778,False,"{'a': 0.45932374075137034, 'e': 0.39291217627680014}",35,23,29.235492530902587,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
779,False,"{'a': 0.45886464659595455, 'e': 0.3915323707663496}",25,15,1.0115156190360657,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
780,False,"{'a': 0.45840601130522357, 'e': 0.3901516843082303}",20,10,5.98945593316121,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
781,False,"{'a': 0.4579478344205421, 'e': 0.38877012000898564}",30,13,-4.82611091297388,"{0: 13, 1: 3, 2: 1, 3: 0, 4: 0}",1
782,False,"{'a': 0.4574901154837332, 'e': 0.38738768097713494}",30,7,30.763437314880857,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
783,False,"{'a': 0.4570328540370779, 'e': 0.38600437032316554}",25,11,-20.01384850808293,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
784,False,"{'a': 0.4565760496233147, 'e': 0.38462019115952595}",20,0,-60.69245303512132,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
785,False,"{'a': 0.45611970178563926, 'e': 0.38323514660061825}",20,0,-41.28462948780743,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
786,False,"{'a': 0.45566381006770357, 'e': 0.38184923976279245}",20,12,-9.253200470057708,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
787,False,"{'a': 0.4552083740136159, 'e': 0.3804624737643382}",20,7,-71.98282812566804,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 2}",1
788,False,"{'a': 0.45475339316794017, 'e': 0.3790748517254788}",20,0,16.615435730181105,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
789,False,"{'a': 0.45429886707569556, 'e': 0.37768637676836264}",25,12,-2.1090990666739717,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
790,False,"{'a': 0.45384479528235583, 'e': 0.3762970520170581}",25,0,-41.66879385501959,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
791,False,"{'a': 0.4533911773338492, 'e': 0.3749068805975453}",20,6,14.674107338452172,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
792,False,"{'a': 0.4529380127765577, 'e': 0.37351586563770955}",20,11,3.1598823080657,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
793,False,"{'a': 0.4524853011573168, 'e': 0.37212401026733344}",25,15,11.46355707854805,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
794,False,"{'a': 0.45203304202341466, 'e': 0.3707313176180912}",20,9,5.598394175761895,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
795,False,"{'a': 0.4515812349225922, 'e': 0.3693377908235408}",25,20,8.461672198286442,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
796,False,"{'a': 0.4511298794030424, 'e': 0.36794343301911697}",30,10,-84.34468392879138,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 2}",1
797,False,"{'a': 0.45067897501340953, 'e': 0.36654824734212393}",25,11,-41.11112877155138,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
798,False,"{'a': 0.45022852130278923, 'e': 0.365152236931729}",25,0,4.349001511382274,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
799,False,"{'a': 0.44977851782072775, 'e': 0.36375540492895503}",20,5,12.732837011492315,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
800,False,"{'a': 0.44932896411722156, 'e': 0.3623577544766736}",20,0,-11.175129206413489,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
801,False,"{'a': 0.448879859742717, 'e': 0.3609592887195973}",20,7,13.471360694279198,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
802,False,"{'a': 0.4484312042481095, 'e': 0.35956001080427363}",20,14,4.2810304072292,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
803,False,"{'a': 0.4479829971847437, 'e': 0.35815992387907736}",20,10,20.115639648070285,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
804,False,"{'a': 0.44753523810441237, 'e': 0.35675903109420365}",25,0,-19.090950149210116,"{0: 21, 1: 1, 2: 1, 3: 2, 4: 0}",0
805,False,"{'a': 0.4470879265593564, 'e': 0.35535733560166033}",25,9,-3.9436194692520536,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
806,False,"{'a': 0.44664106210226434, 'e': 0.3539548405552618}",30,0,-52.43838145461133,"{0: 27, 1: 0, 2: 1, 3: 0, 4: 2}",0
807,False,"{'a': 0.44619464428627154, 'e': 0.3525515491106213}",20,12,17.2733001029779,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
808,False,"{'a': 0.4457486726649602, 'e': 0.3511474644251443}",20,7,-2.4127814197558672,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
809,False,"{'a': 0.4453031467923587, 'e': 0.3497425896580202}",20,15,8.379500311260154,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
810,False,"{'a': 0.4448580662229411, 'e': 0.348336927970217}",20,0,-10.821488601300649,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
811,False,"{'a': 0.4444134305116268, 'e': 0.34693048252447295}",20,8,20.25549051210496,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
812,False,"{'a': 0.44396923921378006, 'e': 0.3455232564852894}",25,13,23.895895592079555,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
813,False,"{'a': 0.4435254918852095, 'e': 0.34411525301892454}",25,8,-16.80168673938377,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 0}",1
814,False,"{'a': 0.4430821880821678, 'e': 0.3427064752933856}",20,3,-59.52181249504459,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 1}",1
815,False,"{'a': 0.4426393273613511, 'e': 0.34129692647842197}",20,8,-30.90928083021778,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
816,False,"{'a': 0.44219690927989863, 'e': 0.3398866097455176}",30,9,-48.47948709007305,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 1}",1
817,False,"{'a': 0.44175493339539235, 'e': 0.33847552826788463}",20,10,17.57216787651516,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
818,False,"{'a': 0.4413133992658562, 'e': 0.3370636852204559}",20,0,-40.9006579577923,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
819,False,"{'a': 0.4408723064497561, 'e': 0.3356510837798778}",25,18,11.25339159392993,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
820,False,"{'a': 0.44043165450599925, 'e': 0.3342377271245026}",20,9,-19.371451442060106,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
821,False,"{'a': 0.43999144299393356, 'e': 0.3328236184343824}",20,7,-54.44500389101661,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 1}",1
822,False,"{'a': 0.43955167147334756, 'e': 0.3314087608912611}",20,12,15.246426050321151,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
823,False,"{'a': 0.43911233950446965, 'e': 0.32999315767856785}",20,11,14.456463026564,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
824,False,"{'a': 0.4386734466479678, 'e': 0.3285768119814088}",30,18,-20.761364451552176,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
825,False,"{'a': 0.43823499246494924, 'e': 0.3271597269865614}",30,22,7.094115946343551,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
826,False,"{'a': 0.4377969765169596, 'e': 0.3257419058824663}",20,10,18.776457256469147,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
827,False,"{'a': 0.437359398365983, 'e': 0.3243233518592206}",20,1,-9.585302364961851,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
828,False,"{'a': 0.43692225757444114, 'e': 0.3229040681085699}",25,0,-34.466468456438065,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",1
829,False,"{'a': 0.4364855537051933, 'e': 0.3214840578239021}",25,19,10.814595547737706,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
830,False,"{'a': 0.43604928632153556, 'e': 0.32006332420023986}",25,14,-2.1924494695098438,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
831,False,"{'a': 0.4356134549872005, 'e': 0.3186418704342334}",30,12,29.11051948806641,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
832,False,"{'a': 0.43517805926635666, 'e': 0.3172196997241527}",20,0,4.292318389546447,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
833,False,"{'a': 0.43474309872360845, 'e': 0.3157968152698814}",20,8,-3.9144040608713295,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
834,False,"{'a': 0.43430857292399516, 'e': 0.314373220272909}",20,0,-51.43904690418134,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
835,False,"{'a': 0.43387448143299095, 'e': 0.31294891793632384}",20,0,-102.06946640211693,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
836,False,"{'a': 0.43344082381650434, 'e': 0.31152391146480507}",30,20,15.534232829489321,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
837,False,"{'a': 0.43300759964087765, 'e': 0.310098204064617}",20,10,10.41857389739606,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
838,False,"{'a': 0.4325748084728867, 'e': 0.3086717989436006}",20,11,-1.6023149831949253,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
839,False,"{'a': 0.43214244987974026, 'e': 0.307244699311167}",20,7,24.786818285336743,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
840,False,"{'a': 0.43171052342907973, 'e': 0.3058169083782893}",20,14,9.286081484792067,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
841,False,"{'a': 0.4312790286889786, 'e': 0.3043884293574968}",20,16,6.700964456846127,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
842,False,"{'a': 0.4308479652279421, 'e': 0.3029592654628667}",25,14,-7.594627884911128,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
843,False,"{'a': 0.4304173326149067, 'e': 0.3015294199100173}",20,3,-30.728470793470514,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 0}",1
844,False,"{'a': 0.4299871304192398, 'e': 0.3000988959161001}",25,10,21.833788481990904,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
845,False,"{'a': 0.4295573582107392, 'e': 0.2986676966997937}",20,0,-12.545252284734334,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
846,False,"{'a': 0.42912801555963254, 'e': 0.29723582548129573}",30,6,-29.082883939901112,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 0}",1
847,False,"{'a': 0.42869910203657724, 'e': 0.295803285482316}",30,20,-16.907351758355617,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
848,False,"{'a': 0.4282706172126597, 'e': 0.29437007992606856}",20,12,-7.924506847333008,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
849,False,"{'a': 0.427842560659395, 'e': 0.29293621203726544}",35,21,4.0765851367221,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
850,False,"{'a': 0.4274149319487267, 'e': 0.2915016850421088}",20,15,-0.25905732831225015,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
851,False,"{'a': 0.4269877306530259, 'e': 0.29006650216828406}",20,11,-4.483102605312784,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
852,False,"{'a': 0.4265609563450914, 'e': 0.2886306666449516}",25,17,12.827304715386557,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
853,False,"{'a': 0.4261346085981488, 'e': 0.2871941817027409}",35,25,8.339517331514074,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
854,False,"{'a': 0.42570868698585024, 'e': 0.2857570505737428}",20,10,-44.14015954634763,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
855,False,"{'a': 0.42528319108227414, 'e': 0.28431927649150124}",25,16,9.83916538953266,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
