trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
337,False,"{'a': 0.7139088399027201, 'e': 0.8749324613193117}",20,0,-34.15117762776043,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
338,False,"{'a': 0.7131952878982822, 'e': 0.8742051098422645}",20,0,-148.38345836728143,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
339,False,"{'a': 0.7124824490891918, 'e': 0.8734757914040889}",20,0,-65.68047984293312,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
340,False,"{'a': 0.7117703227626098, 'e': 0.8727445076457513}",25,8,-65.6867554456658,"{0: 10, 1: 1, 2: 4, 3: 2, 4: 0}",1
341,False,"{'a': 0.7110589082064097, 'e': 0.8720112602126395}",35,0,-53.982491680576906,"{0: 24, 1: 6, 2: 5, 3: 0, 4: 0}",0
342,False,"{'a': 0.7103482047091773, 'e': 0.8712760507545603}",30,0,-99.49332586039193,"{0: 18, 1: 1, 2: 10, 3: 1, 4: 0}",0
343,False,"{'a': 0.7096382115602087, 'e': 0.8705388809257344}",25,0,-107.7003847815032,"{0: 14, 1: 5, 2: 4, 3: 1, 4: 1}",0
344,False,"{'a': 0.7089289280495107, 'e': 0.8697997523847936}",25,1,-30.51855322988122,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 0}",1
345,False,"{'a': 0.7082203534678, 'e': 0.869058666794777}",30,0,-208.15728121492202,"{0: 12, 1: 6, 2: 8, 3: 2, 4: 2}",0
346,False,"{'a': 0.7075124871065017, 'e': 0.8683156258231266}",20,0,-54.2681440180356,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
347,False,"{'a': 0.7068053282577494, 'e': 0.8675706311416845}",20,0,-69.19418844378086,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
348,False,"{'a': 0.7060988762143844, 'e': 0.8668236844266883}",20,0,-131.62077892934298,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 2}",0
349,False,"{'a': 0.7053931302699544, 'e': 0.866074787358768}",30,15,18.814653215631306,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.7046880897187134, 'e': 0.8653239416229412}",25,0,-18.362444696627513,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
351,False,"{'a': 0.703983753855621, 'e': 0.8645711489086111}",35,0,-139.70931192683108,"{0: 20, 1: 6, 2: 7, 3: 1, 4: 1}",0
352,False,"{'a': 0.7032801219763409, 'e': 0.8638164109095605}",20,0,-123.87404170226361,"{0: 12, 1: 0, 2: 4, 3: 3, 4: 1}",0
353,False,"{'a': 0.7025771933772416, 'e': 0.8630597293239499}",25,0,-106.59825490458435,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
354,False,"{'a': 0.701874967355394, 'e': 0.8623011058543124}",20,0,-83.71498239270652,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
355,False,"{'a': 0.7011734432085724, 'e': 0.8615405422075505}",25,14,-7.278904527942135,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
356,False,"{'a': 0.7004726202352525, 'e': 0.8607780400949321}",20,0,-10.81139002392801,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
357,False,"{'a': 0.699772497734611, 'e': 0.8600136012320866}",25,0,-42.31609118648622,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
358,False,"{'a': 0.6990730750065257, 'e': 0.8592472273390012}",20,0,-116.72715050241602,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
359,False,"{'a': 0.6983743513515737, 'e': 0.8584789201400167}",25,1,-92.29839473529054,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 1}",1
360,False,"{'a': 0.697676326071031, 'e': 0.8577086813638242}",20,0,-161.35052319524468,"{0: 10, 1: 2, 2: 4, 3: 2, 4: 2}",0
361,False,"{'a': 0.6969789984668727, 'e': 0.8569365127434604}",20,0,-30.249146020005888,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
362,False,"{'a': 0.696282367841771, 'e': 0.8561624160163044}",25,0,-128.12174137614667,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
363,False,"{'a': 0.6955864334990951, 'e': 0.8553863929240735}",35,0,-126.60699464132854,"{0: 23, 1: 4, 2: 5, 3: 2, 4: 1}",0
364,False,"{'a': 0.6948911947429106, 'e': 0.8546084452128195}",20,0,-145.54829234155926,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
365,False,"{'a': 0.6941966508779789, 'e': 0.8538285746329243}",30,0,-208.61075268397647,"{0: 18, 1: 2, 2: 6, 3: 0, 4: 4}",0
366,False,"{'a': 0.6935028012097558, 'e': 0.8530467829390963}",25,0,-96.98439684905237,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
367,False,"{'a': 0.6928096450443917, 'e': 0.8522630718903668}",25,0,-160.49770710194858,"{0: 15, 1: 3, 2: 3, 3: 1, 4: 3}",0
368,False,"{'a': 0.6921171816887305, 'e': 0.8514774432500848}",20,0,-80.44281972597093,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
369,False,"{'a': 0.6914254104503085, 'e': 0.8506898987859148}",20,0,-88.48939366622554,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
370,False,"{'a': 0.6907343306373547, 'e': 0.8499004402698315}",30,20,-12.353215863475173,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 0}",1
371,False,"{'a': 0.690043941558789, 'e': 0.849109069478116}",25,4,-51.520678820697256,"{0: 14, 1: 3, 2: 2, 3: 2, 4: 0}",1
372,False,"{'a': 0.6893542425242224, 'e': 0.8483157881913526}",35,0,-113.59415060860196,"{0: 26, 1: 1, 2: 6, 3: 0, 4: 2}",0
373,False,"{'a': 0.6886652328439559, 'e': 0.8475205981944235}",20,0,-40.97615631598901,"{0: 13, 1: 5, 2: 1, 3: 1, 4: 0}",0
374,False,"{'a': 0.6879769118289795, 'e': 0.846723501276506}",25,15,-114.7724550110299,"{0: 5, 1: 0, 2: 2, 3: 1, 4: 2}",1
375,False,"{'a': 0.6872892787909722, 'e': 0.8459244992310679}",20,0,-116.10488530211241,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",1
376,False,"{'a': 0.686602333042301, 'e': 0.8451235938558634}",20,0,-97.92913514213555,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
377,False,"{'a': 0.6859160738960202, 'e': 0.8443207869529292}",25,7,-105.42952884844797,"{0: 11, 1: 0, 2: 4, 3: 2, 4: 1}",1
378,False,"{'a': 0.6852305006658703, 'e': 0.8435160803285806}",25,0,-172.21795429410938,"{0: 11, 1: 4, 2: 7, 3: 1, 4: 2}",0
379,False,"{'a': 0.6845456126662782, 'e': 0.8427094757934073}",30,0,-84.19538031703581,"{0: 20, 1: 0, 2: 9, 3: 1, 4: 0}",0
380,False,"{'a': 0.6838614092123558, 'e': 0.8419009751622687}",25,0,-112.85513458424363,"{0: 15, 1: 0, 2: 9, 3: 0, 4: 1}",0
381,False,"{'a': 0.6831778896198997, 'e': 0.8410905802542913}",30,0,-229.1357337955872,"{0: 17, 1: 0, 2: 8, 3: 1, 4: 4}",0
382,False,"{'a': 0.6824950532053901, 'e': 0.8402782928928632}",25,0,-176.58298353126776,"{0: 12, 1: 5, 2: 3, 3: 3, 4: 2}",0
383,False,"{'a': 0.6818128992859905, 'e': 0.8394641149056304}",30,0,-184.76130099399757,"{0: 19, 1: 1, 2: 6, 3: 1, 4: 3}",0
384,False,"{'a': 0.6811314271795471, 'e': 0.8386480481244933}",30,3,-167.81472971050178,"{0: 17, 1: 3, 2: 2, 3: 2, 4: 3}",1
385,False,"{'a': 0.6804506362045877, 'e': 0.8378300943856019}",20,0,-57.54957929969944,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
386,False,"{'a': 0.679770525680321, 'e': 0.8370102555293514}",25,0,-37.7677777865096,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
387,False,"{'a': 0.6790910949266368, 'e': 0.8361885334003791}",20,0,-62.66571634981725,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
388,False,"{'a': 0.678412343264104, 'e': 0.8353649298475594}",30,13,5.490377128013197,"{0: 14, 1: 3, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.6777342700139711, 'e': 0.834539446724}",30,0,-81.06587200532736,"{0: 22, 1: 2, 2: 4, 3: 1, 4: 1}",0
390,False,"{'a': 0.6770568744981647, 'e': 0.8337120858870376}",20,0,-5.8359054939332,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
391,False,"{'a': 0.6763801560392891, 'e': 0.8328828491982335}",30,0,-74.6807405539068,"{0: 23, 1: 1, 2: 4, 3: 1, 4: 1}",0
392,False,"{'a': 0.675704113960626, 'e': 0.8320517385233703}",25,0,-161.97206445340376,"{0: 16, 1: 0, 2: 6, 3: 0, 4: 3}",0
393,False,"{'a': 0.6750287475861332, 'e': 0.8312187557324463}",30,0,-56.56564965500903,"{0: 19, 1: 5, 2: 6, 3: 0, 4: 0}",0
394,False,"{'a': 0.6743540562404442, 'e': 0.8303839026996727}",20,0,-46.57149709948571,"{0: 13, 1: 4, 2: 2, 3: 1, 4: 0}",0
395,False,"{'a': 0.6736800392488677, 'e': 0.8295471813034682}",20,0,-92.45314233412091,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
396,False,"{'a': 0.6730066959373865, 'e': 0.8287085934264558}",25,0,-30.434554663144468,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
397,False,"{'a': 0.6723340256326573, 'e': 0.8278681409554577}",20,7,-8.576636922856709,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 0}",1
398,False,"{'a': 0.6716620276620098, 'e': 0.8270258257814919}",25,0,-214.93635385771353,"{0: 13, 1: 1, 2: 5, 3: 3, 4: 3}",0
399,False,"{'a': 0.6709907013534459, 'e': 0.8261816497997667}",25,0,-171.65080221902394,"{0: 15, 1: 1, 2: 5, 3: 1, 4: 3}",0
400,False,"{'a': 0.6703200460356393, 'e': 0.8253356149096783}",20,0,-26.155401229313853,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
401,False,"{'a': 0.6696500610379346, 'e': 0.8244877230148044}",20,0,-93.89376400511907,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
402,False,"{'a': 0.6689807456903467, 'e': 0.8236379760229016}",20,0,-33.47161397617473,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
403,False,"{'a': 0.6683120993235603, 'e': 0.8227863758459002}",25,0,-144.15102697397876,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
404,False,"{'a': 0.6676441212689289, 'e': 0.8219329243999003}",20,2,-38.03958461843581,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
405,False,"{'a': 0.6669768108584744, 'e': 0.8210776236051671}",20,0,-125.13622990553667,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
406,False,"{'a': 0.6663101674248864, 'e': 0.8202204753861273}",30,0,-153.09993597511655,"{0: 20, 1: 1, 2: 5, 3: 2, 4: 2}",0
407,False,"{'a': 0.6656441903015212, 'e': 0.8193614816713639}",20,0,-126.15995657652323,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
408,False,"{'a': 0.6649788788224019, 'e': 0.8185006443936125}",25,0,-198.7502651435434,"{0: 14, 1: 2, 2: 5, 3: 0, 4: 4}",0
409,False,"{'a': 0.6643142323222168, 'e': 0.8176379654897563}",20,0,-62.77539156844876,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
410,False,"{'a': 0.6636502501363194, 'e': 0.8167734469008229}",35,0,-54.435091069024686,"{0: 23, 1: 8, 2: 4, 3: 0, 4: 0}",0
411,False,"{'a': 0.6629869316007274, 'e': 0.8159070905719784}",25,0,-160.40659871046597,"{0: 17, 1: 0, 2: 4, 3: 1, 4: 3}",0
412,False,"{'a': 0.6623242760521223, 'e': 0.8150388984525244}",30,0,-96.2416728394241,"{0: 23, 1: 1, 2: 4, 3: 0, 4: 2}",0
413,False,"{'a': 0.6616622828278483, 'e': 0.8141688724958926}",20,0,-56.107128627315625,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
414,False,"{'a': 0.6610009512659124, 'e': 0.8132970146596414}",30,0,-280.651199842294,"{0: 14, 1: 3, 2: 6, 3: 3, 4: 4}",0
415,False,"{'a': 0.6603402807049829, 'e': 0.8124233269054502}",20,12,0.2826016538446807,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.659680270484389, 'e': 0.8115478111991162}",20,0,-65.63052391704561,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
417,False,"{'a': 0.6590209199441207, 'e': 0.8106704695105493}",25,0,-135.07313998670003,"{0: 13, 1: 3, 2: 6, 3: 2, 4: 1}",0
418,False,"{'a': 0.6583622284248272, 'e': 0.8097913038137682}",25,8,-82.37516812715519,"{0: 12, 1: 0, 2: 2, 3: 2, 4: 1}",1
419,False,"{'a': 0.657704195267817, 'e': 0.8089103160868949}",25,0,-90.78930586845043,"{0: 14, 1: 6, 2: 4, 3: 0, 4: 1}",0
420,False,"{'a': 0.6570468198150569, 'e': 0.8080275083121519}",20,0,-159.87548134944996,"{0: 13, 1: 1, 2: 1, 3: 2, 4: 3}",0
421,False,"{'a': 0.6563901014091712, 'e': 0.807142882475856}",25,0,-139.64513625237655,"{0: 16, 1: 0, 2: 6, 3: 1, 4: 2}",0
422,False,"{'a': 0.6557340393934418, 'e': 0.806256440568415}",20,5,-59.4703930090474,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 1}",1
423,False,"{'a': 0.6550786331118064, 'e': 0.8053681845843228}",25,19,3.307388119792332,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.6544238819088586, 'e': 0.8044781165221552}",20,1,-18.96417950624782,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 0}",1
425,False,"{'a': 0.6537697851298473, 'e': 0.8035862383845647}",20,0,-95.03504275792875,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
426,False,"{'a': 0.6531163421206756, 'e': 0.8026925521782768}",20,0,-49.56077084780519,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
427,False,"{'a': 0.6524635522279005, 'e': 0.8017970599140853}",35,3,-160.89264826257198,"{0: 20, 1: 1, 2: 8, 3: 1, 4: 2}",1
428,False,"{'a': 0.651811414798732, 'e': 0.8008997636068472}",20,0,-35.87090171495815,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
429,False,"{'a': 0.6511599291810325, 'e': 0.8000006652754789}",20,0,-78.83702079018576,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
430,False,"{'a': 0.6505090947233165, 'e': 0.7990997669429512}",30,0,-77.68357919678553,"{0: 22, 1: 4, 2: 2, 3: 1, 4: 1}",0
431,False,"{'a': 0.6498589107747496, 'e': 0.7981970706362849}",20,12,-40.622949834227924,"{0: 5, 1: 0, 2: 1, 3: 2, 4: 0}",1
432,False,"{'a': 0.6492093766851474, 'e': 0.7972925783865465}",20,0,-61.893422366711846,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
433,False,"{'a': 0.6485604918049761, 'e': 0.796386292228843}",35,0,-186.95152626346606,"{0: 23, 1: 5, 2: 2, 3: 2, 4: 3}",0
434,False,"{'a': 0.6479122554853506, 'e': 0.795478214202318}",25,5,-56.100973008107054,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",1
435,False,"{'a': 0.6472646670780347, 'e': 0.7945683463501467}",25,0,-37.07817252154409,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
436,False,"{'a': 0.6466177259354396, 'e': 0.7936566907195313}",25,0,-78.1429375884825,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
437,False,"{'a': 0.6459714314106245, 'e': 0.7927432493616966}",25,7,-157.04447035710746,"{0: 9, 1: 2, 2: 4, 3: 0, 4: 3}",1
438,False,"{'a': 0.6453257828572946, 'e': 0.7918280243318853}",20,0,-60.79861757615164,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
439,False,"{'a': 0.6446807796298013, 'e': 0.7909110176893532}",30,0,-83.02010902458056,"{0: 21, 1: 3, 2: 3, 3: 3, 4: 0}",0
440,False,"{'a': 0.6440364210831414, 'e': 0.7899922314973651}",25,0,-16.106102486171668,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
441,False,"{'a': 0.6433927065729562, 'e': 0.7890716678231894}",20,0,-18.638898715652683,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
442,False,"{'a': 0.6427496354555312, 'e': 0.7881493287380938}",20,9,-29.385156711146088,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 0}",1
443,False,"{'a': 0.6421072070877952, 'e': 0.7872252163173412}",30,3,-76.11447183769737,"{0: 20, 1: 1, 2: 4, 3: 1, 4: 1}",1
444,False,"{'a': 0.6414654208273198, 'e': 0.7862993326401839}",25,8,-5.458452186544351,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
445,False,"{'a': 0.6408242760323188, 'e': 0.78537167978986}",20,4,-145.31893472173877,"{0: 9, 1: 0, 2: 4, 3: 0, 4: 3}",1
446,False,"{'a': 0.6401837720616471, 'e': 0.7844422598535878}",20,0,5.218452782013923,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
447,False,"{'a': 0.6395439082748009, 'e': 0.783511074922562}",35,0,-120.04861614783937,"{0: 23, 1: 2, 2: 8, 3: 1, 4: 1}",0
448,False,"{'a': 0.6389046840319162, 'e': 0.7825781270919481}",20,6,-92.58632011842093,"{0: 7, 1: 0, 2: 6, 3: 0, 4: 1}",1
449,False,"{'a': 0.6382660986937688, 'e': 0.7816434184608784}",20,0,-61.10285904714963,"{0: 10, 1: 5, 2: 5, 3: 0, 4: 0}",0
450,False,"{'a': 0.6376281516217733, 'e': 0.7807069511324468}",20,0,-25.647097892181996,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
451,False,"{'a': 0.6369908421779825, 'e': 0.7797687272137047}",20,0,-75.76026962811683,"{0: 10, 1: 2, 2: 8, 3: 0, 4: 0}",0
452,False,"{'a': 0.6363541697250871, 'e': 0.7788287488156552}",20,12,13.93418363625059,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.6357181336264143, 'e': 0.7778870180532496}",20,0,-137.95348115271423,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
454,False,"{'a': 0.6350827332459281, 'e': 0.7769435370453812}",20,0,-95.60977530084467,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
455,False,"{'a': 0.6344479679482282, 'e': 0.7759983079148826}",20,0,16.12752399199105,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
456,False,"{'a': 0.633813837098549, 'e': 0.7750513327885183}",20,1,-2.6554068573745218,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
457,False,"{'a': 0.6331803400627598, 'e': 0.7741026137969824}",25,0,-34.79005275221616,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
458,False,"{'a': 0.6325474762073634, 'e': 0.7731521530748919}",20,0,-44.02675968346507,"{0: 13, 1: 4, 2: 2, 3: 1, 4: 0}",0
459,False,"{'a': 0.6319152448994959, 'e': 0.7721999527607832}",25,0,-44.007775285892016,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",1
460,False,"{'a': 0.631283645506926, 'e': 0.7712460149971065}",25,0,-31.463136780541195,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
461,False,"{'a': 0.6306526773980542, 'e': 0.7702903419302216}",25,0,-94.23250074729475,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
462,False,"{'a': 0.6300223399419123, 'e': 0.7693329357103922}",20,0,-105.63254089151249,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
463,False,"{'a': 0.6293926325081629, 'e': 0.768373798491782}",20,0,-63.514998628224255,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
464,False,"{'a': 0.6287635544670984, 'e': 0.7674129324324493}",25,0,-63.076849335626484,"{0: 16, 1: 1, 2: 8, 3: 0, 4: 0}",0
465,False,"{'a': 0.6281351051896408, 'e': 0.7664503396943425}",35,0,-247.26363623852757,"{0: 18, 1: 4, 2: 9, 3: 0, 4: 4}",0
466,False,"{'a': 0.6275072840473408, 'e': 0.7654860224432947}",20,0,-37.61476550414731,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
467,False,"{'a': 0.626880090412377, 'e': 0.7645199828490193}",25,0,-67.75892793659678,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
468,False,"{'a': 0.6262535236575559, 'e': 0.7635522230851051}",25,0,-117.64893150903902,"{0: 15, 1: 2, 2: 5, 3: 2, 4: 1}",0
469,False,"{'a': 0.6256275831563107, 'e': 0.762582745329011}",20,0,-110.85187120142376,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
470,False,"{'a': 0.6250022682827008, 'e': 0.7616115517620617}",30,0,-109.47862686468088,"{0: 19, 1: 3, 2: 6, 3: 1, 4: 1}",0
471,False,"{'a': 0.6243775784114112, 'e': 0.7606386445694422}",25,0,-32.088455920666476,"{0: 17, 1: 4, 2: 4, 3: 0, 4: 0}",0
472,False,"{'a': 0.623753512917752, 'e': 0.7596640259401933}",30,0,-143.80041382513048,"{0: 17, 1: 1, 2: 10, 3: 1, 4: 1}",0
473,False,"{'a': 0.6231300711776578, 'e': 0.7586876980672066}",20,0,-87.31929307269964,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
474,False,"{'a': 0.6225072525676868, 'e': 0.7577096631472192}",30,0,-66.17806405274419,"{0: 25, 1: 0, 2: 2, 3: 2, 4: 1}",0
475,False,"{'a': 0.6218850564650201, 'e': 0.7567299233808094}",30,17,-88.70099054642884,"{0: 7, 1: 2, 2: 1, 3: 2, 4: 1}",1
476,False,"{'a': 0.6212634822474616, 'e': 0.7557484809723913}",25,0,-126.4104629443142,"{0: 14, 1: 3, 2: 5, 3: 2, 4: 1}",0
477,False,"{'a': 0.6206425292934373, 'e': 0.7547653381302097}",25,0,12.295175442272924,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
478,False,"{'a': 0.6200221969819939, 'e': 0.753780497066336}",20,14,1.5023723803025666,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.6194024846927992, 'e': 0.7527939599966617}",25,0,-44.111815244957526,"{0: 16, 1: 6, 2: 3, 3: 0, 4: 0}",0
480,False,"{'a': 0.6187833918061408, 'e': 0.751805729140895}",20,7,-66.89674715075105,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 1}",1
481,False,"{'a': 0.6181649177029258, 'e': 0.7508158067225549}",20,0,-60.54163527455499,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",1
482,False,"{'a': 0.61754706176468, 'e': 0.7498241949689665}",20,0,-66.92137555217954,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
483,False,"{'a': 0.6169298233735475, 'e': 0.7488308961112556}",25,0,-162.60340180227738,"{0: 13, 1: 1, 2: 9, 3: 0, 4: 2}",0
484,False,"{'a': 0.6163132019122897, 'e': 0.7478359123843445}",25,0,-96.6429551080755,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
485,False,"{'a': 0.6156971967642851, 'e': 0.746839246026946}",20,0,-73.23937832601844,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
486,False,"{'a': 0.6150818073135287, 'e': 0.745840899281559}",25,0,-98.60473231631572,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
487,False,"{'a': 0.6144670329446308, 'e': 0.7448408743944632}",30,5,-85.23645515836773,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 1}",1
488,False,"{'a': 0.6138528730428171, 'e': 0.7438391736157144}",25,0,-38.41914579002742,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
489,False,"{'a': 0.6132393269939276, 'e': 0.7428357991991388}",20,0,-36.46728128080979,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
490,False,"{'a': 0.6126263941844161, 'e': 0.7418307534023283}",20,0,0.12221767787812854,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
491,False,"{'a': 0.6120140740013499, 'e': 0.7408240384866354}",20,0,-78.42729097681637,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",0
492,False,"{'a': 0.6114023658324087, 'e': 0.7398156567171688}",20,0,-59.37565395606622,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
493,False,"{'a': 0.6107912690658843, 'e': 0.7388056103627864}",25,0,-88.06383777321663,"{0: 19, 1: 0, 2: 3, 3: 2, 4: 1}",0
494,False,"{'a': 0.6101807830906798, 'e': 0.7377939016960925}",25,0,-81.96997415577997,"{0: 19, 1: 3, 2: 1, 3: 0, 4: 2}",0
495,False,"{'a': 0.6095709072963093, 'e': 0.7367805329934309}",25,6,-2.860134537474901,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
496,False,"{'a': 0.6089616410728969, 'e': 0.7357655065348812}",30,0,-110.06381545141284,"{0: 22, 1: 1, 2: 5, 3: 0, 4: 2}",0
497,False,"{'a': 0.6083529838111763, 'e': 0.734748824604252}",25,0,-101.47562270652953,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
498,False,"{'a': 0.6077449349024902, 'e': 0.7337304894890774}",20,0,-45.103591662890075,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
499,False,"{'a': 0.6071374937387897, 'e': 0.732710503480611}",35,0,-143.45488299685314,"{0: 24, 1: 3, 2: 4, 3: 2, 4: 2}",0
500,False,"{'a': 0.6065306597126334, 'e': 0.7316888688738209}",20,0,-76.38990931728021,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
501,False,"{'a': 0.6059244322171875, 'e': 0.7306655879673845}",30,0,-118.4839392693218,"{0: 22, 1: 0, 2: 5, 3: 1, 4: 2}",0
502,False,"{'a': 0.6053188106462243, 'e': 0.7296406630636835}",20,4,-11.658314512740189,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
503,False,"{'a': 0.6047137943941221, 'e': 0.7286140964687983}",25,0,-49.471597847734735,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
504,False,"{'a': 0.6041093828558647, 'e': 0.7275858904925034}",35,0,-144.0265231148949,"{0: 23, 1: 2, 2: 8, 3: 0, 4: 2}",0
505,False,"{'a': 0.6035055754270405, 'e': 0.726556047448262}",25,8,-112.12687866854101,"{0: 9, 1: 3, 2: 3, 3: 0, 4: 2}",1
506,False,"{'a': 0.6029023715038421, 'e': 0.7255245696532202}",20,0,-14.723386514167803,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
507,False,"{'a': 0.6022997704830654, 'e': 0.7244914594282029}",20,12,13.161415738021303,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.6016977717621094, 'e': 0.7234567190977075}",20,6,-47.35809315121429,"{0: 8, 1: 2, 2: 3, 3: 1, 4: 0}",1
509,False,"{'a': 0.6010963747389753, 'e': 0.7224203509898993}",25,0,-65.28869979241948,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
